	Grade3Cc_1	Grade3Cc_2	Grade3Cc_3	ShortCc_1	ShortCc_2	ShortCc_3	ShortCc_4	ShortCc_5
ENSBTAG00000004051	10.17186222	10.04487752	10.11714828	10.24002604	10.16920918	10.2020747	10.02187208	10.09084761
ENSBTAG00000004054	9.076796619	9.129892697	9.117939934	9.138211071	9.263560363	9.119514144	9.149803601	9.218386536
ENSBTAG00000004059	12.72293394	12.99511375	12.97706932	12.77156845	12.59962223	12.49604986	13.13396037	13.08734014
ENSBTAG00000004063	5.786374946	6.784905788	7.094100541	6.47754722	5.416217289	5.331134875	4.603126582	4.93809219
ENSBTAG00000004064	8.429518019	8.429094187	8.342441075	8.497996416	8.554051854	8.64688478	8.466699504	8.374556414
ENSBTAG00000004066	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004072	11.18756579	11.24467092	11.24235886	11.48568701	11.2980275	11.17610701	11.20061605	11.25615471
ENSBTAG00000004073	8.930521978	8.973301089	8.921411279	9.157412263	8.953858421	8.597367923	8.950344752	8.866220719
ENSBTAG00000004075	9.177707633	9.237905049	9.283400486	9.250242787	9.008888057	9.279398487	9.007603301	9.476431453
ENSBTAG00000004077	12.43979446	12.34368955	12.47110033	12.59678565	12.33908053	12.25864922	12.60870187	12.40000178
ENSBTAG00000004079	7.345535532	7.549011563	7.553571385	7.684382248	7.688284592	7.967401821	7.514358386	7.572172808
ENSBTAG00000004080	11.83875355	11.75666243	11.77552844	11.85994147	11.87800132	12.00548821	11.76652921	11.81397022
ENSBTAG00000004085	4.764734083	4.740525809	4.834399669	4.992928926	5.103354315	5.15392507	4.954345585	4.935756728
ENSBTAG00000004086	4.751002404	4.689044879	4.68532707	4.75005359	4.67771048	4.688865853	4.692914436	4.604284521
ENSBTAG00000004088	2.27966906	2.27966906	2.27966906	2.27966906	2.27966906	2.289077162	2.27966906	2.27966906
ENSBTAG00000004094	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004100	7.109246067	7.17410507	7.124291958	7.232686369	7.387822861	7.667570116	7.498898009	7.568503226
ENSBTAG00000004108	8.545820696	8.60447766	8.604099662	8.722369511	8.633664221	8.56153834	8.993808279	8.720683483
ENSBTAG00000004112	6.495375215	7.035917235	7.19878464	7.254446421	7.321802139	6.297812416	7.82626603	6.886394414
ENSBTAG00000004114	2.436764227	2.610734283	2.436912113	2.436764227	2.444182753	2.436912113	2.436764227	2.436912113
ENSBTAG00000004115	7.030435146	7.206316994	7.082309571	7.002994196	7.032711186	7.235835256	7.188418655	7.172748936
ENSBTAG00000004116	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004117	9.737986797	9.713326829	9.719827436	9.75160206	9.799493285	9.587014436	9.740522839	9.737888005
ENSBTAG00000004118	10.02826869	9.956083277	10.08710778	9.616789498	9.50607503	8.781118936	9.711115425	9.57375448
ENSBTAG00000004120	4.721048501	3.950784881	3.78907854	4.119091482	4.938297745	4.843046318	4.602045977	4.122416553
ENSBTAG00000004124	8.528101353	8.727938828	9.015464845	8.650594706	8.66866727	8.709939671	8.385288188	8.780742953
ENSBTAG00000004126	2.156731595	2.157916232	2.159054413	2.156731595	2.156731595	2.156731595	2.177641983	2.156731595
ENSBTAG00000004129	2.157901436	2.16620616	2.157901436	2.157901436	2.157901436	2.157901436	2.157901436	2.157901436
ENSBTAG00000004131	10.21387626	10.32128032	10.34371427	10.05350369	9.89099399	9.834708772	9.946880714	10.03148085
ENSBTAG00000004147	7.587493057	7.120584773	7.373387529	7.343218474	7.741156222	7.294843885	7.585767	7.457709995
ENSBTAG00000004148	2.189018607	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004150	2.442710663	2.158042184	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004155	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004161	11.49116799	11.61239947	11.67935251	11.8626682	11.81188823	11.92889667	11.7089648	11.65932934
ENSBTAG00000004165	5.030072118	5.171668688	5.057515121	5.058625361	5.162714591	5.002515327	4.720254665	5.071682244
ENSBTAG00000004168	3.924830637	4.516942337	4.591118469	4.439738607	4.043154776	4.232026016	4.684879477	4.835261296
ENSBTAG00000004173	10.2391634	9.734451712	9.714916468	9.754329168	9.659181968	9.787232214	9.737667523	9.837348509
ENSBTAG00000004175	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004176	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004178	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004179	10.93375931	10.81955723	10.90577144	10.94875539	11.10514547	11.15586099	10.92154159	10.92070988
ENSBTAG00000004184	10.14159167	10.10281016	10.00563741	10.12188803	10.19791762	10.34847214	9.859514362	9.988972974
ENSBTAG00000004190	8.892961111	8.776152363	8.666515018	8.404025507	8.894560403	8.723057252	8.803315087	8.979810046
ENSBTAG00000004193	9.381697941	9.529184537	9.363175282	9.471249548	9.372191605	9.428499535	9.419129817	9.392026653
ENSBTAG00000004199	10.32840687	10.20117497	10.29922164	10.35983013	10.57304282	10.36946275	10.20786334	10.17376862
ENSBTAG00000004203	9.133974557	9.108109325	9.067299695	9.150480897	9.173100694	9.199708994	9.130783112	9.243719785
ENSBTAG00000004207	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004211	3.833572201	3.420839576	4.005090508	4.130804668	3.235304781	3.599489281	2.697528839	2.812741668
ENSBTAG00000004215	2.218083711	2.263775802	2.307676046	2.218083711	2.218034719	2.218083711	2.244671803	2.284345948
ENSBTAG00000004222	2.156731595	2.156738125	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004226	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004230	11.75902272	11.73693697	11.7734318	11.80800994	11.8515139	11.94016351	11.79910064	11.80843629
ENSBTAG00000004237	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004242	13.13840878	13.14037235	13.13545201	13.06547755	13.24229879	13.31000247	13.3083592	13.29314639
ENSBTAG00000004243	12.27415667	12.47699219	12.4963108	12.30972508	12.42533043	12.38032014	12.41868349	12.1805955
ENSBTAG00000004247	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004248	2.156731595	2.156731595	2.156731595	2.156731595	2.159646086	2.156731595	2.23352848	2.156731595
ENSBTAG00000004249	2.158234704	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004256	2.156731595	2.178105953	2.16123379	2.156731595	2.156731595	2.158182314	2.156731595	2.156731595
ENSBTAG00000004258	14.60805402	14.56479255	14.55638381	14.54625564	14.59440415	14.60445717	14.55108655	14.50508261
ENSBTAG00000004259	7.915266743	7.67359503	7.72621831	7.958956591	8.316891399	8.048050034	8.34237199	8.021186471
ENSBTAG00000004261	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004266	2.15725324	2.15725324	2.15725324	2.15725324	2.15725324	2.15725324	2.15725324	2.362969311
ENSBTAG00000004268	8.893002037	8.921002838	8.921002838	9.244551667	9.095307871	8.663380903	9.344971181	8.821367134
ENSBTAG00000004269	8.720253545	8.721508324	8.597139835	8.407479158	8.413649225	7.927780725	8.358211462	8.690060418
ENSBTAG00000004271	6.225389576	6.15725244	6.012078156	5.951892448	5.847784799	5.815273346	5.762693239	6.01609587
ENSBTAG00000004272	2.175096165	2.175096165	2.175096165	2.175096165	2.175096165	2.175096165	2.175096165	2.175096165
ENSBTAG00000004273	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004275	2.156731595	2.198379227	2.156731595	2.278506236	2.160970671	2.156731595	2.156731595	2.156731595
ENSBTAG00000004277	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004278	8.940732468	9.065393357	9.095737264	9.0898442	9.17503184	9.340267073	9.033847734	9.056362822
ENSBTAG00000004280	4.32681763	4.346376739	4.332106212	2.424714374	4.194461658	2.46440522	3.978872064	4.880958677
ENSBTAG00000004281	7.297641837	7.761942699	7.627943502	7.487535166	7.886637347	7.009183538	8.405901154	7.160546137
ENSBTAG00000004283	2.158910573	2.157842874	2.158910573	2.158910573	2.158910573	2.158910573	2.158910573	2.158910573
ENSBTAG00000004284	6.491025923	6.572800417	6.540931368	6.613570868	6.495911353	6.406487768	6.630974788	6.509405378
ENSBTAG00000004286	6.513217478	6.513217478	6.513217478	6.513217478	6.513217478	6.513217478	6.685229442	6.226000455
ENSBTAG00000004287	2.562022436	2.552478991	2.562022436	2.562022436	2.562022436	2.562022436	2.562022436	2.562022436
ENSBTAG00000004288	7.934095962	8.395230782	8.952327142	8.63262497	7.891576167	7.988652415	8.706135444	8.173526383
ENSBTAG00000004291	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004292	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004295	12.78922748	12.75514829	12.72784426	12.94906735	12.86955624	12.91839108	12.83685026	12.76483502
ENSBTAG00000004302	10.13417926	9.874990817	9.796319876	10.01044733	10.29556996	10.40097642	9.87462912	10.01506532
ENSBTAG00000004303	3.587174077	3.786107254	3.435814062	3.653452606	3.653192833	2.904087648	3.675926117	3.007186128
ENSBTAG00000004305	2.289682804	2.5537283	2.348334332	2.228234269	2.216184286	2.216184286	2.195600097	2.185474419
ENSBTAG00000004307	11.00146211	11.02836027	11.08407243	11.11132982	10.90574755	10.719405	10.96702153	10.88586166
ENSBTAG00000004310	7.314386109	7.332391306	7.360972756	7.397343548	7.799124241	7.356653329	7.101204764	7.325013824
ENSBTAG00000004316	6.985061831	8.170094623	8.806960838	7.375115928	8.594961642	8.398354124	8.484714986	7.494324218
ENSBTAG00000004318	4.858631876	4.832911337	4.911720175	5.080161768	4.873860303	5.033440636	4.863584695	4.72903985
ENSBTAG00000004321	7.546858952	7.502208538	7.699040547	7.971417356	8.135015831	8.319620481	7.897664537	7.956875699
ENSBTAG00000004322	12.44865323	12.05119498	11.59028279	12.50623653	12.18985316	12.2178875	12.24738595	12.40239573
ENSBTAG00000004328	3.86211963	3.79565299	3.953900097	3.989072167	3.816431936	3.691576301	3.725094189	3.734359348
ENSBTAG00000004330	6.208293124	6.02985501	6.02985501	6.02985501	6.02985501	6.234780005	6.02985501	6.043717581
ENSBTAG00000004331	3.557611112	3.876671764	3.636743337	3.521807403	3.669431334	3.557611112	3.499742031	3.40981991
ENSBTAG00000004333	6.980539333	6.943337654	6.930101308	6.839891923	6.863757463	6.874466623	6.869479018	6.862839228
ENSBTAG00000004337	2.454668001	2.415059045	2.389745685	2.454668001	2.45783874	2.537313625	2.522174433	2.454668001
ENSBTAG00000004343	7.512120348	7.242327483	7.463432168	6.756738389	7.362806663	5.784734611	6.940310322	6.783234985
ENSBTAG00000004344	6.222858351	5.249096344	5.471766839	6.30671936	6.332357703	5.966313703	6.396569624	5.881872464
ENSBTAG00000004347	2.158021012	2.157877742	2.158978941	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004348	11.8105951	11.82217635	11.8502952	12.01379429	12.03028812	12.14519419	11.94862186	11.7823622
ENSBTAG00000004349	10.37404307	10.95338222	10.64527919	10.50277101	10.59340761	10.3677294	10.56560848	10.50642161
ENSBTAG00000004356	2.379227103	2.374877043	2.374877043	2.374877043	2.374877043	2.374877043	2.374877043	2.156731595
ENSBTAG00000004358	7.006958407	7.032278317	7.084313585	7.437829884	7.351351874	7.215503194	7.335509645	6.881694238
ENSBTAG00000004362	6.177661529	6.66937942	6.685721003	6.655638291	7.051377621	6.529606565	6.527867649	6.312731261
ENSBTAG00000004367	2.377511546	2.270877324	2.38054675	2.38054675	2.396046574	2.488414454	2.380552198	2.38054675
ENSBTAG00000004371	11.43413372	11.32587226	11.19754573	11.14626717	11.24811583	11.28604544	11.1272429	11.06756481
ENSBTAG00000004374	11.72498425	11.58916102	11.51622036	11.79394369	11.55067253	11.71530112	11.52534836	11.33111925
ENSBTAG00000004375	9.665714401	9.586314649	9.606063239	9.508749678	9.790467255	9.663688805	9.361406046	9.787886548
ENSBTAG00000004376	8.392611397	8.287191442	8.203612948	8.375595367	8.317237746	8.481322789	8.42500185	8.470386861
ENSBTAG00000004377	5.930534076	5.758581409	5.787258847	6.182535036	6.400973578	6.121676288	6.0579861	5.930534076
ENSBTAG00000004379	7.999930007	7.93688423	7.969074467	8.166826709	8.068387852	7.339396078	8.748426224	7.85774335
ENSBTAG00000004380	5.273360507	5.922306272	6.591078379	5.069739025	5.091542778	5.202672466	5.915630564	4.984681565
ENSBTAG00000004383	10.59248794	10.75347039	10.63513365	10.55183856	10.38257108	10.00919208	10.65693314	10.59266118
ENSBTAG00000004387	8.289732077	8.065100273	8.152002218	8.304978983	8.355150653	8.259896525	8.045792663	8.083081193
ENSBTAG00000004392	6.99701077	7.070174402	7.216933773	7.006699803	6.821901042	6.53606481	6.934096628	6.876913007
ENSBTAG00000004394	13.07338858	12.90732555	13.16790667	12.88016693	12.6793595	12.80340233	12.8125348	12.85375787
ENSBTAG00000004400	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004401	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004402	10.96550572	11.15555147	11.40326413	11.39316782	11.06778378	11.35226572	10.90732639	11.08135554
ENSBTAG00000004403	6.022703758	5.904769236	5.933036765	6.367684219	6.387114805	6.503671655	6.126176107	6.050162392
ENSBTAG00000004407	2.161714967	2.161714967	2.161714967	2.161714967	2.161714967	2.199145587	2.161714967	2.365533551
ENSBTAG00000004409	7.548741624	7.419775813	7.481504378	7.481504378	7.676836232	7.732621684	7.481504378	7.481504378
ENSBTAG00000004416	11.63098303	11.35940751	11.46903107	11.57712853	11.79350642	11.80543924	11.8021984	11.51463694
ENSBTAG00000004421	6.136524862	6.207106692	6.185312954	7.099473623	6.866416327	6.87286005	6.455751787	6.280832454
ENSBTAG00000004422	9.568238138	9.533269725	9.352494797	9.656518676	9.32761952	9.429872037	9.596412899	9.149583711
ENSBTAG00000004423	5.146408706	4.980929026	4.748767104	4.295730406	4.131400401	4.130151218	4.862875042	4.440530069
ENSBTAG00000004427	6.815643988	7.228461804	7.037508223	7.313491753	6.912957308	6.738677171	6.970520785	7.007422461
ENSBTAG00000004430	13.29696712	13.48733332	13.43128204	13.21551605	13.38699022	13.23521529	13.30514319	13.47279687
ENSBTAG00000004436	7.538221545	7.724825086	7.573347494	7.7815736	7.609922446	7.645889148	7.770858127	7.528488787
ENSBTAG00000004438	8.834224753	8.583063059	8.618061231	8.757497407	8.826718636	8.767850186	8.58229782	8.670865293
ENSBTAG00000004440	9.712925077	9.78483954	9.725032943	10.0291917	9.933498134	9.175300564	9.535631139	9.136048349
ENSBTAG00000004442	6.077522973	6.275087349	6.541904301	6.29315331	5.967617036	5.430813887	5.448203527	5.774153166
ENSBTAG00000004452	8.948210525	8.754876042	8.827224224	8.862113194	9.12593307	8.852474844	9.143181241	8.921662483
ENSBTAG00000004457	4.223752666	4.217976451	4.264715046	4.770141387	4.331463395	4.370750916	4.281975678	4.363910776
ENSBTAG00000004459	6.114029319	6.858426418	6.713487023	6.522300947	4.437058347	6.409029529	6.471085514	5.930851931
ENSBTAG00000004461	2.156731595	2.156731595	2.156731595	2.156731595	2.164474334	2.156731595	2.156731595	2.156731595
ENSBTAG00000004464	2.352565318	2.352565318	2.352565318	2.352565318	2.509591657	2.399137828	2.352565318	2.352565318
ENSBTAG00000004471	7.496076583	7.463608651	7.741234306	7.464408705	7.275129228	7.729517654	7.174651336	7.60263738
ENSBTAG00000004472	11.1180216	11.29652675	11.25339772	11.23542814	11.2023832	11.00773663	11.36379904	11.12005252
ENSBTAG00000004476	2.159676432	2.159676432	2.159676432	2.159676432	2.159676432	2.159676432	2.159676432	2.159676432
ENSBTAG00000004488	2.156731595	2.187422148	2.21690915	2.197399312	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004489	9.618025929	9.429255401	9.49805402	9.429500508	9.395540785	9.582203379	9.395540785	9.4647765
ENSBTAG00000004494	2.190052798	2.156746171	2.156746171	2.161146722	2.165007666	2.156746171	2.156746171	2.156746171
ENSBTAG00000004495	10.67340942	10.64804965	10.49469352	10.47586193	10.2055636	10.40327232	10.43366883	10.14692696
ENSBTAG00000004496	9.342739902	9.661130805	9.651536536	9.598733277	9.616360117	9.66403647	9.50593164	9.927342328
ENSBTAG00000004499	2.177685024	2.1797838	2.177685024	2.177685024	2.177685024	2.284454711	2.177685024	2.177685024
ENSBTAG00000004502	6.810142465	6.923058711	6.825297724	6.845159649	6.70691712	6.874333537	6.707913012	6.692284533
ENSBTAG00000004508	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004515	9.801242441	10.157619	10.16941469	10.04978772	10.03544106	9.849462645	10.02065276	10.2278534
ENSBTAG00000004517	6.991044834	6.838003788	6.820127965	7.408598116	7.169168931	7.100312248	6.679721482	6.872783896
ENSBTAG00000004519 /// ENSBTAG00000012363	2.156731595	2.156731595	2.156731595	2.156731595	2.202331504	2.156731595	2.156731595	2.156731595
ENSBTAG00000004521	11.18158136	10.96527861	11.02852624	11.20469535	11.29137252	11.33290479	11.30860611	11.09823315
ENSBTAG00000004524	2.177374843	2.177374843	2.177374843	2.181983429	2.177374843	2.177374843	2.26216221	2.177374843
ENSBTAG00000004531	13.69645204	13.65659181	13.65784522	13.67963186	13.70750252	13.76821632	13.70087799	13.71894084
ENSBTAG00000004532	3.401131706	3.214815391	3.142974892	3.402266023	3.402266023	3.402266023	3.402266023	3.402266023
ENSBTAG00000004540	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.16322134	2.156731595	2.156731595
ENSBTAG00000004541	2.820960248	2.820960248	2.820960248	2.832873067	2.820960248	2.820960248	2.820960248	2.820960248
ENSBTAG00000004542	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004547	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004553	13.19561347	13.13352464	13.29493365	12.7189479	12.75082707	11.78575497	13.32664102	12.87765067
ENSBTAG00000004554	11.87296809	11.71155817	11.72028191	11.71315178	11.7439053	11.65498133	12.05981992	11.7820484
ENSBTAG00000004556	5.880191667	6.251951794	6.332920753	5.242607928	4.284311765	4.518501085	5.255555216	5.729640996
ENSBTAG00000004557	5.554136922	4.935838048	5.363969344	5.227336303	4.697246935	4.197361491	5.38862393	7.066140331
ENSBTAG00000004558	3.636858805	2.941796206	2.840338793	3.047394738	3.425210674	2.85018664	3.030135631	3.413085676
ENSBTAG00000004561	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004571	9.877259397	9.681371924	9.741245866	9.724262525	9.983559929	9.895238285	9.582468936	9.744509926
ENSBTAG00000004572	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004574	2.157784908	2.425254973	2.682236016	2.156731595	2.157784908	2.157784908	2.223828902	2.235528592
ENSBTAG00000004588	2.372229316	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004590	11.696001	11.52536376	11.54178739	11.65706994	11.716194	11.80113736	11.63162893	11.59470059
ENSBTAG00000004592	3.430315075	3.428399937	3.425188428	3.418163358	3.59837399	3.430315075	3.430315075	3.430315075
ENSBTAG00000004593	11.43149139	10.7255919	10.6396037	10.86721774	10.7073056	10.73727309	10.71907821	10.85748952
ENSBTAG00000004594	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004597	7.188582828	7.042920565	6.993676977	7.094174096	7.475974299	7.831372114	6.928362413	7.059533151
ENSBTAG00000004598	8.599128818	8.8116107	8.55446946	8.232486486	8.322340333	8.427334914	8.716468671	8.375795436
ENSBTAG00000004599	2.156731595	2.203620805	2.248671223	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004601	8.392846274	8.473489015	8.498018782	8.661196894	8.562580754	8.570480383	8.166886132	8.336588647
ENSBTAG00000004602	2.667288789	2.713732873	2.749335584	2.667288789	2.667288789	2.667288789	2.610337703	2.667288789
ENSBTAG00000004603	4.10350471	4.267358849	4.340909359	4.014318414	4.3240353	4.246671289	4.531942981	4.318787223
ENSBTAG00000004604	8.968689474	8.822149261	8.813766285	8.881054276	9.312191926	9.152723355	9.185143733	8.911531682
ENSBTAG00000004607	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004608	2.156731595	2.156731595	2.156731595	2.161869711	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004617	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004622	2.200093306	2.200093306	2.200093306	2.326673157	2.226575109	2.200093306	2.200093306	2.224138136
ENSBTAG00000004624 /// ENSBTAG00000006969	12.03915026	11.96168629	12.03709045	12.07242138	12.27736632	11.96245059	12.02462772	12.09391518
ENSBTAG00000004629	2.207694902	2.235803536	2.207694902	2.207694902	2.207694902	2.207694902	2.207694902	2.207694902
ENSBTAG00000004630	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004631	5.171398735	5.061512916	4.975972969	4.97443413	4.973642731	4.532564565	4.953541097	5.424464353
ENSBTAG00000004635	4.837281298	4.597379559	4.366885731	4.837281298	5.361224124	4.837281298	4.951218115	4.850680371
ENSBTAG00000004643	6.354165527	6.259641603	6.295390819	6.666871167	6.669928002	6.413645578	6.590150487	6.094704419
ENSBTAG00000004647	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004652	7.971679734	8.228568725	8.12384541	7.786118827	7.822311481	7.472602921	7.911194183	7.645674374
ENSBTAG00000004654	10.95004795	10.88819515	11.02546066	10.98997906	11.03790781	10.93781262	10.78985292	10.80920253
ENSBTAG00000004663	3.679257781	3.674719282	3.680047185	3.679257781	3.679257781	3.744500079	3.818122158	3.744155401
ENSBTAG00000004672	12.83434788	12.97898815	12.91615795	12.88195564	12.85842308	12.46069193	12.86341895	12.74880825
ENSBTAG00000004674	2.428085736	2.428085736	2.428085736	2.428085736	2.428085736	2.629199265	2.425750535	2.428085736
ENSBTAG00000004676	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004679	7.362778779	7.518929468	7.450211809	7.618213681	7.376207369	7.239871644	7.400648913	7.306313291
ENSBTAG00000004694	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004695	9.05356326	8.896413891	9.036136096	9.368665226	9.21705552	9.266229194	9.092189537	9.288435296
ENSBTAG00000004706	6.425147871	6.293283755	6.381601503	6.715716786	6.690351901	6.567944761	6.2013612	6.381601503
ENSBTAG00000004715	8.600815382	8.750442275	8.758287834	9.014381735	8.823050489	8.777337094	8.766478551	8.940014973
ENSBTAG00000004716	2.156731595	2.156731595	2.156731595	2.33290435	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004729	6.039678926	6.023410994	5.872433637	6.12864454	6.004849044	6.194077157	6.730101986	6.178280802
ENSBTAG00000004732	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004735	7.580891027	7.47120946	7.580891027	7.429120441	7.441026693	7.594063924	7.177869409	7.7043921
ENSBTAG00000004738	2.263664613	2.263664613	2.263664613	2.263664613	2.440467209	2.367414962	2.274061109	2.272368454
ENSBTAG00000004739	4.284192602	6.298807854	6.47390791	6.116560857	5.935797585	5.63038188	6.116560857	5.797475429
ENSBTAG00000004741	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004745	5.854775798	6.010965775	6.253929856	6.696102925	6.193930021	6.343207812	6.065817844	6.405003835
ENSBTAG00000004747	13.28766641	13.19803957	13.20234123	13.28103612	13.22691678	13.22822099	13.23384058	13.23313131
ENSBTAG00000004753	9.5620747	9.866522779	9.891160083	9.523573448	9.566638639	9.810369873	10.00046356	9.511215644
ENSBTAG00000004755	2.17925553	2.173161846	2.17925553	2.16681944	2.17925553	2.17925553	2.17925553	2.33359122
ENSBTAG00000004769	3.267050119	3.370091523	3.215299978	3.53120109	3.950171487	3.548166044	3.53120109	3.53120109
ENSBTAG00000004772	13.00255183	12.93461245	12.75603215	12.62057206	12.83997883	12.60621106	12.53537114	13.09455065
ENSBTAG00000004776	3.902691584	3.926702808	4.023883898	4.166141595	4.151142284	4.228321491	4.023811763	3.7633457
ENSBTAG00000004777	3.471369396	3.576932406	3.576932406	3.606786616	2.67675119	2.703580177	3.576932406	3.227730256
ENSBTAG00000004781	10.21390395	10.0851564	10.18336383	10.13030342	10.54037847	10.54326163	10.15258673	10.02165174
ENSBTAG00000004782	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000004783	8.337506315	8.235499216	8.235499216	8.121454458	8.314054516	7.589457892	8.27502002	8.023526396
ENSBTAG00000004785	2.177191893	2.18194774	2.186517082	2.177191893	2.177191893	2.177191893	2.177191893	2.177191893
ENSBTAG00000004786	3.431702423	3.405721711	3.431702423	3.314284981	3.431702423	3.498873822	3.496226232	3.371993177
ENSBTAG00000004788	3.600652556	3.361660995	3.265313913	3.501426418	3.359581866	3.476783276	3.461942921	3.496271495
ENSBTAG00000004790	9.320587267	9.392706257	9.282246192	9.608224659	9.665763788	9.557722477	9.46707714	9.352780257
ENSBTAG00000004791	8.164514708	8.45967604	8.435605569	8.553504434	8.781715497	9.059441207	8.236771445	8.118056775
ENSBTAG00000004792	2.156731595	2.18612819	2.156731595	2.156731595	2.156731595	2.17268883	2.156731595	2.156731595
ENSBTAG00000004793	2.162037479	2.162037479	2.162037479	2.162037479	2.162037479	2.162037479	2.162037479	2.422745225
ENSBTAG00000004796	6.023336913	4.43950071	3.461876854	3.711944749	2.346814714	3.358758078	3.711944749	3.68168152
ENSBTAG00000004799	2.163217179	2.272098439	2.376709845	2.163217179	2.163217179	2.163217179	2.156731595	2.177732196
ENSBTAG00000004801	8.935768131	9.089114577	9.051525149	9.040398471	8.747261924	8.827015178	8.951282217	8.735029668
ENSBTAG00000004803	10.12735951	10.5582951	10.5582951	10.76886842	10.45470391	10.01717292	10.49838599	10.42343011
ENSBTAG00000004804	3.259270019	2.87109772	3.026918954	2.748652719	2.782695549	3.293247908	2.987010591	3.324358269
