	Grade3Cc_1	Grade3Cc_2	Grade3Cc_3	ShortCc_1	ShortCc_2	ShortCc_3	ShortCc_4	ShortCc_5
ENSBTAG00000000010	7.337365085	7.2887399	7.243201999	7.2068397	7.256794884	6.996971146	7.643876388	7.340188311
ENSBTAG00000000011	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.36864825
ENSBTAG00000000012	6.143037624	6.159878629	6.176059202	6.099798331	6.099798331	6.143037624	6.234486562	5.898095558
ENSBTAG00000000013	4.429810259	4.322419612	4.322419612	3.925389514	4.322164368	4.201149871	4.322164368	4.322164368
ENSBTAG00000000014	10.13194334	9.862818275	9.835752708	10.11205249	10.26045916	10.17773651	10.04441288	10.10681957
ENSBTAG00000000016	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000021	10.4168541	10.30443962	10.24088865	10.28845034	10.52646315	10.378301	10.61091386	10.34178995
ENSBTAG00000000022	8.94418226	8.471290673	8.317111345	9.094174104	8.747143735	8.691932382	8.354897128	8.390048976
ENSBTAG00000000023	8.13948727	8.238418431	8.312270443	8.265159509	8.40504765	8.420147313	8.177081635	8.293293532
ENSBTAG00000000024	7.251287413	7.18971977	7.191795167	7.232647398	7.146950625	6.995431749	7.605607452	7.146099201
ENSBTAG00000000025	9.912235333	10.00907073	9.974785686	10.03374312	10.04886386	9.834259214	10.14590181	9.976921743
ENSBTAG00000000026	7.98717966	7.903759574	7.793002826	7.896349022	8.009711559	7.871884863	8.027373836	8.019037006
ENSBTAG00000000030	6.255551906	6.562852684	7.058901951	7.346998003	7.040506507	7.263005798	7.319687748	6.303804794
ENSBTAG00000000031	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156960317
ENSBTAG00000000039	7.179390015	7.173525458	7.128852018	7.281750288	7.195733524	7.165042758	7.261932514	7.402620448
ENSBTAG00000000040	11.24640952	11.31118971	11.46336396	11.2308926	10.70333739	11.47043375	11.97352388	11.79083548
ENSBTAG00000000042	2.898401248	2.963780295	3.026595459	2.898401248	2.898401248	2.898401248	2.898401248	2.898401248
ENSBTAG00000000044	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000046	8.738077102	8.341566573	8.842099252	9.100661685	9.565276376	9.982068301	9.145720847	9.100751309
ENSBTAG00000000050	9.825637658	9.862610067	9.855557741	9.910674945	9.798758133	9.841708807	9.766275117	9.635114238
ENSBTAG00000000053	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000056	4.761782962	4.772903305	4.837985015	4.753576518	4.917639219	4.719345005	4.758797042	4.759475705
ENSBTAG00000000057	2.157361507	2.157886505	2.158858434	2.156874905	2.156874905	2.156874905	2.156874905	2.175787113
ENSBTAG00000000064	11.07925439	11.04759639	11.17067587	11.05039174	11.29304831	11.49639824	11.19712452	11.23182079
ENSBTAG00000000065	8.76508984	8.43386599	8.450250769	8.724127398	8.709577559	8.74178968	8.577026961	8.802113162
ENSBTAG00000000067	2.836706073	2.807377372	2.779198817	2.836706073	2.836706073	2.836706073	2.836706073	2.708177823
ENSBTAG00000000070	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000072	10.80866369	10.55987369	10.66049037	10.80106903	10.88989491	11.05992982	10.74428799	10.81088183
ENSBTAG00000000073	13.13936397	13.16120173	13.13329594	13.14620586	13.20090597	13.25214238	13.28624506	13.20199379
ENSBTAG00000000074	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000077	12.18036143	12.44599525	12.37927906	12.62134637	12.39765317	12.34339011	12.14447598	12.43239126
ENSBTAG00000000078	12.63950965	12.34632586	12.50817275	12.74503517	12.5692643	12.77941343	12.66826519	12.33677721
ENSBTAG00000000080	7.539583561	7.576986841	7.503307374	7.596211081	7.575958483	7.583616926	7.648852587	7.248709427
ENSBTAG00000000081	9.861035994	10.15504928	9.952855528	9.98555911	9.586923794	8.830318212	9.566875653	9.883442474
ENSBTAG00000000084	11.73139403	11.6573763	11.71385364	11.6548357	11.66386283	11.82332291	11.64808571	11.7735015
ENSBTAG00000000085	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000088	3.124003696	3.348433546	3.848528507	2.666126331	2.633402352	2.772895434	3.124003696	3.124003696
ENSBTAG00000000090	2.157558707	2.157558707	2.157558707	2.157558707	2.190793195	2.157558707	2.157558707	2.157558707
ENSBTAG00000000091	13.57927449	13.64227665	13.62429088	13.70164702	13.60156097	13.5151037	13.67716961	13.57243986
ENSBTAG00000000098	3.800346642	3.643580531	3.647964884	3.706932209	4.243397461	3.82129662	3.635388232	3.806690971
ENSBTAG00000000099	11.73359375	11.7331201	11.78883867	11.97920625	11.81130481	11.48310871	11.89823837	11.5662443
ENSBTAG00000000103	10.95016347	11.08983548	11.0950735	11.16565666	11.0242196	11.07359716	11.33374625	11.03119158
ENSBTAG00000000105	9.289950226	8.834378912	8.883143349	9.04324204	9.209623149	9.313423871	8.186647998	8.994571343
ENSBTAG00000000106	2.868535698	2.678497702	2.495912176	3.237491057	2.868535698	3.345182225	2.868535698	2.868535698
ENSBTAG00000000108	9.129410368	9.161048016	9.216258146	8.930251539	8.723520033	9.176878233	8.764605727	8.916429799
ENSBTAG00000000111	12.47898645	12.6450707	12.63948546	12.4046067	12.37660288	11.93362016	12.50345955	12.58639615
ENSBTAG00000000113	3.335968847	3.329563456	3.290182568	3.315444606	3.392109092	3.257032202	3.308023849	3.22196968
ENSBTAG00000000115	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.223812386	2.156731595	2.164398652
ENSBTAG00000000123	2.211174148	2.211174148	2.211174148	2.211174148	2.211174148	2.211174148	2.211174148	2.211174148
ENSBTAG00000000130	2.15702934	2.15702934	2.15702934	2.15702934	2.15702934	2.15702934	2.15702934	2.15702934
ENSBTAG00000000132	13.72944488	13.64872678	13.70549547	13.72089866	13.78292996	13.84992828	13.67212622	13.7267136
ENSBTAG00000000133	5.789035156	6.387453269	6.271214459	6.135593356	5.114413951	6.548741867	5.209725239	6.934492775
ENSBTAG00000000134	10.6720338	10.81206954	10.69106863	11.14694037	10.71698132	10.62752793	10.73925466	10.56458557
ENSBTAG00000000139	8.230044585	8.538680561	8.448062003	8.301879525	8.563906086	8.720460096	8.024876535	8.238597051
ENSBTAG00000000140	2.362567431	2.465188696	2.269236229	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000141	12.03236897	11.92768857	11.88642517	12.09194672	11.96090788	11.90756834	11.63409828	11.93975758
ENSBTAG00000000144	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000146	4.734430896	4.664548449	4.617921532	4.828139254	4.75282864	4.607688665	4.8605287	4.715737971
ENSBTAG00000000152	8.333083168	8.230842334	8.311140312	8.307828092	8.255016455	8.309256895	8.217751752	8.371504735
ENSBTAG00000000153	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000160	6.942385223	7.515348244	7.543669642	7.453634737	7.195852454	7.446747683	7.606999699	7.319038694
ENSBTAG00000000161	2.387609779	2.157425135	2.158091477	2.158091477	2.158091477	2.158091477	2.156731595	2.158091477
ENSBTAG00000000162	10.47333501	10.52811381	10.52674382	10.63025413	10.50624276	10.29750789	10.47816656	10.40725272
ENSBTAG00000000163	9.949256526	9.49407829	9.62293196	8.374249742	10.09100583	10.80015178	9.328049009	7.686279447
ENSBTAG00000000169	9.91706579	10.34385195	10.78084621	9.507062844	10.30522493	9.850258745	8.877070991	7.038434434
ENSBTAG00000000172	2.156731595	2.156731595	2.156731595	2.177256552	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000177	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000179	2.160697168	2.160697168	2.160697168	2.160697168	2.160697168	2.160697168	2.160697168	2.160697168
ENSBTAG00000000182	11.52702956	11.32362639	11.17433653	11.13652251	11.50254701	11.2278851	11.46871988	11.57136309
ENSBTAG00000000184	7.748034905	7.802071294	7.780342699	7.296138716	7.714776176	7.411128524	8.224693387	7.874301199
ENSBTAG00000000185	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000186	4.572960867	4.551513141	4.536087489	4.584280922	4.545410735	4.544729937	4.929613852	4.569568101
ENSBTAG00000000188	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000191	8.886748427	8.453984117	8.431943197	8.385658489	8.732938858	8.737305821	8.530919977	8.734089253
ENSBTAG00000000199	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000202	4.425673276	4.502951763	4.34707927	4.652158797	4.844046836	4.57506822	4.497866924	4.396737383
ENSBTAG00000000203	13.33606214	13.34778946	13.38993229	13.3218734	13.48385946	13.44657487	13.33186038	13.35751429
ENSBTAG00000000205	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000207	12.33459214	12.64126652	12.64638705	12.24533492	12.34763567	12.2416583	12.45384008	12.63443
ENSBTAG00000000212	8.298273557	8.355098317	8.314801456	8.419180664	8.544527723	8.333048618	8.308527583	8.118703068
ENSBTAG00000000213	9.173920563	9.609997913	9.619496998	9.395587462	9.201482488	9.464209841	9.421714389	9.564237724
ENSBTAG00000000215	11.42175582	11.61337636	11.56122824	11.55060892	11.60568369	11.40431734	11.62837325	11.48730823
ENSBTAG00000000218	7.433175739	7.544255621	7.283859057	7.435904692	7.770358462	7.257858015	8.08930615	7.803113422
ENSBTAG00000000221	9.976566037	9.590932773	9.906817913	10.01904901	9.985952097	10.2082917	9.689476163	10.06527496
ENSBTAG00000000224	5.299344697	5.34473685	5.388348918	5.245367044	5.593444684	5.41375946	5.466782412	5.214097619
ENSBTAG00000000225	9.461057473	8.681311025	8.655451548	8.644099724	8.958432789	9.020619837	8.69293045	8.657887151
ENSBTAG00000000231	5.531488163	5.64767731	5.626892912	5.64510887	5.519239013	5.592912559	5.559959274	5.597121746
ENSBTAG00000000236	11.07608711	11.55415735	11.47280331	11.3435921	10.73778301	10.82182777	10.92199118	11.34192491
ENSBTAG00000000243	11.65380327	11.448268	11.11091779	11.8641853	11.6319882	11.68419158	11.5782439	11.10558516
ENSBTAG00000000244	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000246	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000250	6.185512655	6.231855588	6.276381151	7.319416482	6.867873161	5.90637048	6.694834833	5.790560311
ENSBTAG00000000251	10.81539212	11.01904914	10.83317584	10.58831124	10.87975274	10.95482524	11.40095857	11.17047967
ENSBTAG00000000252	9.948096158	9.868004888	9.705880969	9.945105613	10.19504593	10.25009997	9.948096158	10.01631638
ENSBTAG00000000258	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.16463707
ENSBTAG00000000259	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000275	4.050285082	4.0193121	4.005081007	3.957905877	4.034124054	3.36177246	4.215220644	3.910444119
ENSBTAG00000000277	12.04558368	11.98448838	12.4994692	12.25906995	12.85813859	12.81404327	13.0720547	12.24559941
ENSBTAG00000000279	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.157861039	2.156731595
ENSBTAG00000000283	2.253611813	2.253611813	2.253611813	2.328535685	2.435993133	2.26068605	2.253611813	2.253611813
ENSBTAG00000000285	8.748615168	8.768767039	8.783880998	9.201705275	9.039838494	9.326643184	8.642798576	8.874289799
ENSBTAG00000000286	4.128411168	4.112706328	4.096535971	4.358318674	4.164670623	4.176081862	4.149439714	4.123168177
ENSBTAG00000000287	8.317846532	8.296431772	8.309134997	8.669573503	8.515179742	8.702273957	7.78107882	8.163158624
ENSBTAG00000000289	6.896565843	6.824401646	6.872907221	6.806802781	6.871668846	6.893237831	6.514034615	6.906983095
ENSBTAG00000000290	9.226694991	9.052495055	9.054865863	9.256057311	9.207331017	9.144400717	8.821328245	9.117253966
ENSBTAG00000000291	8.503898924	8.38453129	8.770666918	8.82997343	7.845299573	9.552313394	8.55305226	8.064814032
ENSBTAG00000000295	7.85080005	7.575621624	7.152146233	4.806912382	7.794230377	7.531670977	7.383544907	7.641654242
ENSBTAG00000000296	8.067647478	8.09522014	8.123455485	8.067647478	8.197289353	8.067647478	8.067647478	8.053744919
ENSBTAG00000000297	4.57844361	4.928884018	4.878660095	5.036684889	4.899436601	4.899436601	4.814635137	4.986983749
ENSBTAG00000000305	12.34406518	12.43794751	12.31384505	12.46107421	11.95275765	12.20937238	12.45387884	12.37047357
ENSBTAG00000000310	3.274730427	3.27480223	3.274871218	3.274730427	3.222974324	3.284378439	3.80059035	2.818394496
ENSBTAG00000000312	5.856370671	5.808814493	5.720917786	5.720917786	5.591630665	5.720917786	5.720917786	5.720917786
ENSBTAG00000000315	7.859716647	7.866604625	7.89603916	7.915979886	7.772440466	7.801931909	7.68340819	7.76467375
ENSBTAG00000000317	6.087525052	6.082101749	6.076891124	6.366206147	5.939844113	6.087525052	6.174694163	6.087525052
ENSBTAG00000000321	8.795118037	8.415137249	8.505497858	8.437474233	8.509368053	8.809508151	8.258075241	8.452302737
ENSBTAG00000000322	6.904950595	6.879097581	6.808991024	6.771627381	7.017563117	6.955928402	7.10429794	7.273163818
ENSBTAG00000000329	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000340	2.156731595	2.175429147	2.159132964	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000342	2.286385638	2.278126963	2.291231025	2.286385638	2.613357989	2.286385638	2.554453873	2.264488042
ENSBTAG00000000343	8.850930749	8.600727631	8.528472973	8.575532614	8.777067413	8.517645686	8.864271695	8.397996961
ENSBTAG00000000345	2.19940566	2.19940566	2.19940566	2.19940566	2.19940566	2.19940566	2.201814811	2.19940566
ENSBTAG00000000347	3.412295579	3.370275977	3.377863661	3.377513447	3.377863661	3.432644091	3.685633528	3.362728806
ENSBTAG00000000354	2.171756905	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000355	3.559729178	3.568868122	3.403153513	3.675506293	3.374512676	3.543800436	3.39927936	3.264175246
ENSBTAG00000000356	7.166146778	6.825466745	7.080123615	7.367194732	7.925731164	7.406184038	7.134955879	7.323454037
ENSBTAG00000000362	8.836983101	8.745593893	8.670190792	9.118212528	8.742436624	8.735162122	8.903293628	8.575661969
ENSBTAG00000000365	10.82459776	11.09946394	11.27211149	11.09608765	11.08503137	11.2450406	11.12167645	10.81496467
ENSBTAG00000000369	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000371	9.057874834	9.249598043	9.232029543	9.414338711	9.181185805	9.165735431	9.092803225	9.220900765
ENSBTAG00000000372	9.994899212	9.949299647	9.863616812	10.03193765	9.894419471	10.33829594	10.01367573	10.12025453
ENSBTAG00000000375	6.810774358	6.723636732	6.750434138	6.787232598	6.959929903	6.857809668	6.777745538	6.801941148
ENSBTAG00000000380	2.871869481	2.672064435	2.871869481	2.871869481	2.871869481	2.903828208	2.660440695	2.871869481
ENSBTAG00000000382	8.271955039	8.244136617	8.267103525	8.229985595	8.403780566	8.045337064	8.182749666	8.229985595
ENSBTAG00000000387	6.776524255	6.43920453	6.548735391	6.597870026	6.694602799	6.862878265	6.429592693	6.597596742
ENSBTAG00000000389	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000390	6.831972067	6.871283396	6.775949968	6.674804472	6.395485969	6.021996839	7.203938992	6.669299508
ENSBTAG00000000392	3.626912656	3.702223258	3.774488074	3.911678365	3.680245418	3.601590756	3.911957671	3.601590756
ENSBTAG00000000394	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000404	9.411282304	9.249755722	9.129280045	9.400921465	9.154101033	9.099911586	9.227024659	9.18579913
ENSBTAG00000000405	5.494733938	5.547741513	5.53546703	5.655731089	5.541663842	5.567887711	5.51985073	5.365906268
ENSBTAG00000000409	7.792574404	7.770673418	7.663162796	7.669381377	7.745235599	7.780738934	7.569116083	7.763051343
ENSBTAG00000000411	5.08275292	4.968745064	4.916568254	4.976166853	5.279038913	5.092914722	5.170273825	5.106086304
ENSBTAG00000000414	5.48055077	5.175232044	5.08550232	5.926793368	6.019885822	8.167143017	5.84119328	6.103111001
ENSBTAG00000000415	4.85696377	5.046709687	4.942802951	4.528294298	4.596220845	4.569998605	4.769621585	4.858001412
ENSBTAG00000000417	11.12298536	10.75850022	11.09648562	11.29928632	11.46720609	11.01186067	10.61304356	10.58045592
ENSBTAG00000000429	6.988574102	7.049290042	6.949881741	7.272926474	7.405116784	7.208670937	7.618672603	7.152755825
ENSBTAG00000000434	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.254552178	2.156731595
ENSBTAG00000000435	4.53181615	4.564199595	4.607211934	4.478309609	4.616660428	4.595595878	4.677912793	4.611277577
ENSBTAG00000000438	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000439	7.264486613	7.062169625	7.079387428	7.114282656	7.140192436	7.10581558	6.950807918	7.079387428
ENSBTAG00000000440	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000442	5.320754329	7.361327222	7.590395937	6.409151467	4.919956508	5.718253453	4.906991606	5.285471513
ENSBTAG00000000445	9.568605889	9.487324295	9.579781177	9.397530876	8.174373364	9.296534632	8.058485102	8.666533531
ENSBTAG00000000447	9.524082545	9.321250933	9.325218593	9.255646615	9.096631559	9.287588502	9.328793383	9.246263015
ENSBTAG00000000448	4.310565667	5.44488438	6.019013648	4.654812266	4.421900929	4.512655746	3.718009122	3.64222325
ENSBTAG00000000451	12.75482002	12.80795554	12.85900731	13.00231325	12.99764719	13.17446568	12.78644459	12.75482002
ENSBTAG00000000454	12.05863155	12.26118146	12.28991709	12.49938456	12.38935657	12.49094562	12.53865125	12.34315933
ENSBTAG00000000455	8.765766418	8.745668138	8.932506747	9.097058716	9.076099733	9.217521933	8.755590731	9.165498692
ENSBTAG00000000456	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000458	9.980314254	9.75074242	9.74385051	9.730779645	9.754276004	9.893551403	9.536911886	9.810934729
ENSBTAG00000000459	7.667224359	7.300348499	7.86994503	7.897583871	8.374387751	8.382454574	8.466687877	7.890508857
ENSBTAG00000000460	3.056993921	3.545391302	3.635712933	2.735634578	2.493053022	2.156731595	2.875608498	3.131220352
ENSBTAG00000000462	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000469	12.49056952	12.53298477	12.56836619	12.47258058	12.44571773	12.46393544	12.47020439	12.51155431
ENSBTAG00000000470	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000476	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000477	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000478	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.157050532
ENSBTAG00000000480	6.206404457	6.206404457	6.206404457	6.131935657	6.206404457	6.206404457	6.206404457	6.37658483
ENSBTAG00000000484	4.097779358	4.054005963	4.097779358	4.171796574	4.189299196	4.137293764	4.216145062	4.097779358
ENSBTAG00000000489	4.208834434	4.046214027	4.083512308	5.120921273	3.83697377	4.007393366	4.148395118	4.005185728
ENSBTAG00000000490	3.927987785	3.969176633	4.022840319	3.990868072	3.876477347	3.969056045	3.899359664	3.979096844
ENSBTAG00000000492	10.62222989	10.22465887	10.29363805	10.5765271	10.83756599	10.66142808	10.57171563	10.42867823
ENSBTAG00000000496	2.646973581	2.531009241	2.545259528	2.548044076	2.50373255	2.535104593	2.839731358	2.775144715
ENSBTAG00000000497	9.942489825	9.93934827	9.585082119	9.968790399	9.934674379	9.451461693	9.806981651	10.00307843
ENSBTAG00000000500	8.312104934	7.957942263	8.076849399	8.348958569	8.569403178	8.757537418	8.543762592	8.694897545
ENSBTAG00000000501	5.124457951	5.537750135	5.7729692	4.944709108	4.654558434	5.397963581	5.399609247	5.495369228
ENSBTAG00000000504	12.22301514	12.26200479	12.26649025	11.9552781	12.21966948	12.19513812	12.40889883	12.36120096
ENSBTAG00000000505	10.78009696	10.79955041	10.87270091	10.93757795	10.85736024	11.47354393	10.57055096	10.87270091
ENSBTAG00000000507	2.968900407	3.277424429	3.001536705	3.193244549	3.001536705	2.953251807	3.001536705	3.001536705
ENSBTAG00000000510	8.702610407	8.698713195	8.712464657	8.730574264	8.904923847	9.079825841	9.018256749	8.8047592
ENSBTAG00000000512	2.187882146	2.187882146	2.187882146	2.187882146	2.187882146	2.187882146	2.187882146	2.187882146
ENSBTAG00000000521	8.040716867	8.135001413	8.114082052	8.143673017	7.836439722	7.739563404	7.684314549	7.672607114
ENSBTAG00000000522	7.666427481	9.096999705	8.919229395	8.183665607	7.547201864	6.87300823	6.824290199	6.901079821
ENSBTAG00000000524	8.227514354	8.251214469	8.260245784	8.152928704	8.209080222	8.175617914	8.218454094	8.118830584
ENSBTAG00000000527	6.993623355	6.982723377	7.002572435	6.91947189	6.866215296	6.784528607	7.106678191	6.830216888
ENSBTAG00000000532	6.672578334	6.611227678	6.847003123	6.743484222	6.662921869	7.411139363	6.94632237	6.47472486
ENSBTAG00000000534	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000539	6.889968617	7.165331738	7.123872879	7.097311513	7.263888747	7.522481096	7.355367095	6.947859653
ENSBTAG00000000545	10.5615359	10.81074409	10.94930354	11.02155507	10.71827112	10.71377301	10.63151155	10.87935959
ENSBTAG00000000546	9.125593592	9.391662979	9.227090777	8.834549357	8.663891405	8.892075826	9.416159886	9.46025517
ENSBTAG00000000548	5.011355436	5.212899546	5.118797678	4.704276134	5.080467532	4.508066897	5.38563533	4.92601052
ENSBTAG00000000550	11.4967121	11.6149775	11.54777543	11.56162695	11.57468703	11.38194015	11.76049996	11.45607547
ENSBTAG00000000551	7.134541398	7.071644498	7.246090668	7.061407662	6.942253747	7.577948477	6.893522236	7.514090079
ENSBTAG00000000555	8.477003983	8.494795111	8.518016422	8.465204501	8.795220545	8.989100648	8.587599866	8.235111813
ENSBTAG00000000558	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000559	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000562	13.36482492	13.38569489	13.42065635	13.35782812	13.49202667	13.58417798	13.28336548	13.45251103
ENSBTAG00000000563	7.744468684	7.56999648	7.630995456	7.504950379	7.703786893	7.730723952	7.571555839	7.406049408
ENSBTAG00000000564	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000565	2.198238004	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000566	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000569	10.64257089	11.212947	11.28743737	10.63821379	9.813170666	8.944266588	11.61687486	11.59899895
ENSBTAG00000000575	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000578	8.037495798	7.766610541	7.929408431	7.789127292	7.929408431	7.363495361	8.30149167	7.404450247
ENSBTAG00000000579	9.112608345	9.242698216	9.280447842	9.388153052	9.091165053	9.145935899	9.158592888	9.168536199
ENSBTAG00000000580 /// ENSBTAG00000038955	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000582	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000585	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000597	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000598	12.44557192	12.67654936	12.61198602	12.57898031	12.4789637	12.13010308	13.1030945	12.71747815
ENSBTAG00000000599	9.840574723	9.860823099	9.83928966	9.337120136	9.383487177	8.612765407	9.455444944	9.370565978
ENSBTAG00000000602	3.786933218	3.798483602	3.786933218	3.786933218	4.295201387	4.044929631	4.057433972	3.786933218
ENSBTAG00000000603	7.159103041	6.790405033	7.09835667	8.033113879	7.677474248	7.719674423	7.77129248	8.136404613
ENSBTAG00000000604	2.172873341	2.157415197	2.157415197	2.171191303	2.162043375	2.157415197	2.157415197	2.157415197
ENSBTAG00000000605	13.505074	13.58815239	13.53649362	13.6491214	13.60704775	13.61701517	13.66991955	13.55557944
ENSBTAG00000000607	6.258023194	5.951491893	6.084701071	6.09782436	6.256096813	6.279924723	6.246491135	6.084701071
ENSBTAG00000000608	5.117854469	5.187237338	5.240231994	5.186558781	5.268345844	5.315630972	5.332039423	5.25576787
ENSBTAG00000000609 /// ENSBTAG00000007454	14.94016491	14.69392473	14.69462788	14.89176903	14.86693637	14.93836479	14.74492317	14.63119773
ENSBTAG00000000613	10.8102289	10.65718457	10.68659624	10.74576302	10.82745276	10.86765789	10.84833652	10.68229298
ENSBTAG00000000616	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.173235406	2.156731595	2.156731595
ENSBTAG00000000622	15.09220354	15.11799165	15.08951435	15.12629104	15.10794398	15.10828621	15.12862318	15.0543751
ENSBTAG00000000623	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.157722821
ENSBTAG00000000630	10.37559897	10.52558843	10.45821983	10.46518578	10.6080408	10.49589276	10.48164658	10.51784772
ENSBTAG00000000632	7.430822104	7.272241144	7.283263445	7.209041985	7.186629172	7.534843008	7.153335453	7.194221506
ENSBTAG00000000634	2.156731595	2.228960083	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595	2.156731595
ENSBTAG00000000638	5.739243003	5.758316668	5.739087261	5.898671777	5.875104615	5.880038123	5.855851068	5.739243003
ENSBTAG00000000639	7.811408878	9.254920455	9.005721044	9.557072658	8.103576629	8.523561522	9.408462899	7.296147531
ENSBTAG00000000640	12.90355746	12.98003705	13.05860685	13.00230708	12.98019753	13.01308594	12.92490068	12.96994634
ENSBTAG00000000642	5.451022108	5.355641931	5.311491723	5.408701571	5.543588908	5.455552458	5.566848366	5.273911759
ENSBTAG00000000646	10.46610226	10.43846909	10.41191957	10.47677362	10.62375618	10.71923208	10.28292968	10.45673232
