	d10_1	d10_2	d10_3	d10_4	d13_1	d13_2	d13_3	d19_1	d19_2	d7_1	d7_2
ENSBTAT00000046615	0	0	0	0	0.416354742	1.936983983	0.29187183	0.063363481	0.062235195	1.617957022	0
ENSBTAT00000046617	0	0	0	0.043870686	0.103389165	0	0	0	0.020605649	3.482014585	4.350160994
ENSBTAT00000046618	0	0	2.726371645	5.793209484	9.54581863	13.85138381	4.20181719	5.27041522	7.632118414	1.72535388	1.000779153
ENSBTAT00000046622	0	0	0	0	0.657449047	1.979102916	0	0.100054727	0.098273097	2.554850938	0
ENSBTAT00000046627	0.38011634	4.821797889	2.116334143	5.181519389	10.22055204	5.658987627	8.789355464	1.157527685	3.819327533	3.463702894	3.750312607
ENSBTAT00000046628	0	0	0	0.602168999	0.367919897	0	0	0.159978176	0.125703613	1.633987344	0
ENSBTAT00000046629	3.249162072	3.170446917	1.00766696	4.65039294	1.543314677	2.245382217	2.273338723	0.79677867	0.362094244	2.732960546	10.03981646
ENSBTAT00000046631	0.507017622	0	0.389361267	6.659122539	6.578555069	3.904258105	3.555994352	7.237343454	8.34060631	4.928058687	0
ENSBTAT00000046632	0	0	0	0	0.201497154	0.441135996	0.141252968	0.061330206	0	0	0
ENSBTAT00000046636	0	0	0	0	1.639535456	2.093828888	4.214255962	0	0	0	0
ENSBTAT00000046640	0	0	2.233304433	1.388927235	0	1.194352243	0.254956599	0	0	0	0
ENSBTAT00000046641	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046644	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046646	0	0	0	0	0.363695217	0.636987863	1.121809034	0.531354464	0.434910726	0.565328718	0
ENSBTAT00000046647	0	0	0	0	0	0.548546144	0.234194661	0.101684283	0.499368178	3.894691332	7.530292647
ENSBTAT00000046651	0	0	13.05666031	10.54822482	8.286263293	12.66450336	18.85124216	3.426264304	11.49795231	1.215112031	0
ENSBTAT00000046653	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046658	1.56209715	9.907646615	0	4.662827146	1.709367522	4.009611102	1.711851448	15.60853738	10.07439631	5.693667804	0
ENSBTAT00000046662	303.087421	335.830619	805.5259766	416.7477457	499.2050865	537.0795962	482.6087173	314.3136637	773.9252499	366.0215017	512.1129892
ENSBTAT00000046664	0	0	0	0	2.84894587	0	1.775253353	0.192697992	0.946333523	0	8.562221639
ENSBTAT00000046665	7.753682216	7.565839233	4.809319582	21.48291634	23.21631889	29.18996882	25.88319389	4.767698692	8.41789478	7.246486297	10.08785386
ENSBTAT00000046669	0	0	0	0	0	0.853757497	0	0	0	0	0
ENSBTAT00000046670	0	0	3.718328266	12.28508702	5.298408555	6.83557317	11.40813179	0.345576473	9.730124461	4.412067302	0
ENSBTAT00000046671	0	0	0	0	0	0.362158422	0	0.201400482	0	0	0
ENSBTAT00000046675	0	0	0	0.595616606	0	0	0.918402054	0	0	0	1.687445141
ENSBTAT00000046676	0	0	0.792357119	0.082129897	0.03225898	0	0	0.019637497	0	0.250717182	0.290853409
ENSBTAT00000046677	18.22446675	2.408108552	9.913390232	17.52877612	20.4174454	29.88645312	28.62596032	6.359033749	10.22040205	11.07102073	2.14055541
ENSBTAT00000046680	0	0	6.612814425	0	0	0.842018331	0	0.234128061	0	0	0
ENSBTAT00000046681	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046682	0	0	0	8.289470481	56.70758922	23.16664192	28.15044603	0	2.108971852	6.32629756	31.80253752
ENSBTAT00000046686	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046687	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046688	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046689	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046690	10.10095078	35.46487141	9.142139758	6.604532291	6.428926238	6.913933513	5.850917485	8.994362451	6.541357031	0	4.067683007
ENSBTAT00000046691	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046692	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046693	0	0	0	0	0	0	0	0	0	25.53858763	0
ENSBTAT00000046695	0	0	0	0	0.497874036	0.544995684	0.232678838	0	0	5.159310632	5.985242311
ENSBTAT00000046700	62.11765943	25.32748256	89.95403881	35.49466796	17.6177374	49.95924816	25.08966044	39.52098555	36.32896743	66.8454056	38.77319844
ENSBTAT00000046701	12.82839559	1.452937004	3.166551201	0	0	2.822407815	0.401663468	0.174397066	0.599520791	2.226574002	12.91508292
ENSBTAT00000046702	0	0	0.167795342	0.869621404	0.546511819	1.271253253	0.383114178	0.291100608	0.122535904	2.123748204	0.615932462
ENSBTAT00000046704	9.240574689	0.666006975	1.774061549	12.2869376	8.929858502	5.965644175	12.05967563	6.435274055	13.38728719	5.103159364	0.592010203
ENSBTAT00000046706	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046707	4.449681406	0	0	4.722561932	0.347798968	0	0	4.469664058	5.060138769	4.204818725	3.484249951
ENSBTAT00000046708	0	0	0	0.349088663	0.137115042	0	0	0	0.081981835	0	0
ENSBTAT00000046711	0.60412597	0	0.173975649	0.120220221	0.330540681	0.180912471	0.297918898	0.043117507	0	1.651478231	3.405966619
ENSBTAT00000046712	0	0	0	0.242374678	0.951999239	0.312630569	0	0.05795249	0.683046672	0	0
ENSBTAT00000046715	0.569679424	0	0.054685255	0.141706758	0.556595792	0.316823106	0.561863833	0.027105998	0.013311667	2.422486736	5.018378819
ENSBTAT00000046717	0	0	0	1.720627908	1.351656427	0	0.861394898	1.42122465	4.04081391	9.550081781	12.18680428
ENSBTAT00000046721	48.7663635	25.35262944	38.98467829	26.40879842	32.11833532	41.99831482	16.82092211	21.22558211	16.58843485	51.47889737	30.42336105
ENSBTAT00000046722	0	0	2.06207427	0	0	0.459491586	0	0	0.250978495	0	0
ENSBTAT00000046723	0	0	0	0	0	0	0	0.184534432	0	0	5.466324751
ENSBTAT00000046727	30.30808057	5.653820079	2.738225435	0	0.278701226	0	0.3907487	0	0	6.49820782	0
ENSBTAT00000046733	28.06943641	22.25390213	21.81547027	18.67534377	25.34974413	17.7373621	23.1629384	12.06845674	16.13664509	32.66521787	28.3612558
ENSBTAT00000046739	0	0	1.686942455	1.311420135	0	0	0	2.090429114	3.901090961	2.668906783	3.096160503
ENSBTAT00000046740	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046742	0	0	0	0	0	0	0	0	0	15.32910563	0
ENSBTAT00000046747	0	0	0	0	0	0	0.335970845	0.145874181	0.143276664	0	0
ENSBTAT00000046748	0	0	0	0.613914546	0	0.879851966	0.22538483	0	0	0	0
ENSBTAT00000046754	6.995249863	0	0	0	0	0	0	0	0	3.131197782	1.556767571
ENSBTAT00000046756	1.861222136	14.75606943	0	0	0	0.159246966	0	0.088559077	0.130473218	0.565328718	0.655829743
ENSBTAT00000046764	0	9.264442401	0	0.151656226	0	0.391232059	0	0	0	0.617279421	0.358048504
ENSBTAT00000046765	21.02823086	3.334304149	0.403712724	17.78450097	1.479260356	10.79510681	1.382649246	46.12522906	13.65996043	2.554850938	8.891537856
ENSBTAT00000046767	8.099762999	0.642162281	2.954579049	0.725328667	1.139578348	2.49486913	0.798864009	0.50101478	1.930520387	4.920453658	3.995703432
ENSBTAT00000046770	10.17088914	1.668340351	3.905337915	5.513635235	6.250217668	2.760715841	6.456962125	0.767632986	2.45857854	22.15782339	13.34681306
ENSBTAT00000046772	0.544164337	1.294266803	2.193911338	4.223229673	1.105866741	0.325912542	2.802760374	4.220389704	11.18960247	1.652847994	0
ENSBTAT00000046773	8.826199142	14.77261211	12.42638628	9.757784759	9.658309766	8.978172542	9.672344503	2.426439294	3.024872356	14.29799987	20.04250985
ENSBTAT00000046774	0	26.00757236	32.27683231	13.87191076	0.961519231	11.22691109	24.26549427	3.707027628	17.05529592	27.40077631	20.22824862
ENSBTAT00000046775	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046779	0	0	0	0	0	0	0	0.214550342	0.10536497	0	0
ENSBTAT00000046782	14.73235336	0	0	2.345374133	0.30707201	1.176472719	4.089992381	1.401964436	1.836000368	2.386567343	0
ENSBTAT00000046785	34.63533365	41.66261592	18.11415879	49.07851922	69.17337381	56.91798672	50.12774707	8.467252682	17.80508148	24.66795396	15.9918193
ENSBTAT00000046788	0	0	0	8.82156487	3.002942944	6.068600587	2.914774087	1.687409447	10.22040205	1.795300659	0
ENSBTAT00000046790	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046794	14.90017685	4.500228816	10.89762394	13.1312205	9.206182689	10.56317157	27.99191841	4.793970386	25.66522015	38.79247351	13.00074893
ENSBTAT00000046795	0	4.117293778	24.92579881	9.301048343	6.088776134	11.10842126	10.24400814	1.235504278	2.184307562	0	0
ENSBTAT00000046796	0	0	0	0.65717698	0.516251936	0.565112974	0.965070615	0	0.102889954	0	3.103087037
ENSBTAT00000046799	2.750862905	1.09046425	4.489082369	5.063615223	1.935133044	0.470730025	3.466768341	3.337674661	2.506891069	8.355487344	11.63169732
ENSBTAT00000046800	0.469299573	0	0	0.280169871	0	0	0	0	0	3.991269276	0.661459182
ENSBTAT00000046801	15.3194459	27.20592875	19.29374783	23.29090869	16.95530799	23.06899538	36.3965626	9.330134426	12.48594572	10.42302823	11.22791953
ENSBTAT00000046802	5.462671075	0	1.290777489	1.58878568	0.394132563	1.725742097	1.197272703	1.439557675	0.864064734	5.615872173	0
ENSBTAT00000046806	0	0	0	0.682364948	1.250756723	4.107406495	1.002059384	0	0.106833471	0	0
ENSBTAT00000046813	0	0	0	1.800816001	0	0	0	0	0	0	0
ENSBTAT00000046814	5.708359654	0	0	1.135955569	0	0	0	0.108644112	0.106709534	4.161265333	0
ENSBTAT00000046815	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046816	0	0	0.862728562	4.471204112	4.214878821	1.153449769	6.894305831	0.427631161	1.260049568	0	0
ENSBTAT00000046822	0	0	0	0.587222609	0	0	0	0	0	0	0
ENSBTAT00000046823	11.28181275	78.4355357	39.32033773	36.26643335	22.65590287	54.05549782	15.78707446	57.39647345	34.71692125	25.30519024	11.00857068
ENSBTAT00000046824	2.957856776	9.380146323	9.085876411	20.93767552	15.91935661	20.17373246	25.28306831	5.951215627	15.63997978	21.04872469	17.27149732
ENSBTAT00000046825	0	20.5530967	0	0	0	0.170621749	0	0	0	3.634256045	0
ENSBTAT00000046827	1.974164903	25.04239666	21.98270449	21.99993871	18.82533139	23.98527644	24.44668096	13.71422141	17.16043434	9.594144344	1.391253667
ENSBTAT00000046828	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046839	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046840	1.351814841	25.72177487	16.35036534	14.66100458	16.060541	14.68905606	24.44326346	5.338634352	12.25605905	6.569616697	0
ENSBTAT00000046841	13.20613532	3.350411899	9.33024963	10.61712976	9.826798798	6.598748062	6.136201808	5.127442232	17.87336011	18.61215079	28.29255846
ENSBTAT00000046842	0	5.271805209	0	0	0	0	0	0	0	0	0
ENSBTAT00000046843	9.001108577	0	0	0.149267332	0.351775328	0.513425812	0	0	0	12.75867633	8.457804302
ENSBTAT00000046844	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046847	1.738730043	0	0	0.605508472	0	0.223149734	0.095270884	0.868673017	1.218864202	0.528122897	0
ENSBTAT00000046849	0	0	0	0	0	0	0	0.444546951	0	0	0
ENSBTAT00000046850	28.83664546	0	5.3191268	6.526082693	4.773068749	8.804788068	7.187710647	3.766495663	8.825776663	44.99649563	40.64411099
ENSBTAT00000046852	4.271050435	0	0	0.637449787	0.055639449	0	0.312033682	0.44031317	0.166335657	0.432430466	1.504969156
ENSBTAT00000046853	8.041848452	4.781780414	24.12379405	23.60466939	26.79289543	35.09126448	25.55712029	9.518178568	27.34140242	19.54108664	19.8356677
ENSBTAT00000046856	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046857	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046858	9.492630213	4.194769736	5.676492007	13.74958896	16.54226634	11.2375628	15.41640792	7.360002922	12.56702188	7.562746609	7.676754695
ENSBTAT00000046860	2.460303011	0	0.472343888	0	0	0	0	0.058532015	0	2.989175597	0
ENSBTAT00000046861	3.277672621	0	0	0	0	0	0	0.038988853	0	3.982248922	0
ENSBTAT00000046862	7.001929594	14.43323119	0.940991025	16.09347171	16.254498	19.4104546	20.18048142	3.997917793	15.903251	8.08172698	5.42791852
ENSBTAT00000046864	0	0	0	0	1.309302783	0	0	0	0	0	0
ENSBTAT00000046865	4.039906422	0	3.412665197	0	0	0	0	0	0	2.945000588	4.555270626
ENSBTAT00000046866	1.584736239	5.025617848	1.825483623	5.991845511	0	1.627088563	0.694664356	2.262106867	4.739896603	1.92539491	0
ENSBTAT00000046869	2.513719551	0	0	0.187585	0	0.322612388	0	0	0.029368971	1.145278007	8.414597128
ENSBTAT00000046873	0	0	0	0.369042852	0.096635099	0.317343592	0.541942921	0.176478438	0.057778655	0	0
ENSBTAT00000046876	0	0	0	0	0	0	0	0.088768933	0	0	0
ENSBTAT00000046880	0.380999305	4.228873555	1.316638014	13.95057227	13.63920427	10.17072084	22.88035594	1.48652737	5.021173133	0	0.537003448
ENSBTAT00000046883	29.344705	20.42776593	22.80991573	11.10939762	12.41933203	8.083375982	24.47138332	39.84433906	21.20640513	11.30451862	2.017570772
ENSBTAT00000046887	18.15721779	46.06507282	297.4662613	59.98013074	56.57943422	128.4259202	1.326526952	8.524219678	4.186216338	51.47411853	22.17962949
ENSBTAT00000046889	16.44623037	1.682430557	4.88895021	18.15863251	22.39225379	21.96964272	29.30172893	8.885506995	7.140507309	7.734793998	10.46852759
ENSBTAT00000046892	26.13867741	2.072316523	9.534697331	8.32249626	5.516285629	2.012792824	8.306912603	15.17323953	3.176061195	33.34538515	23.94693064
ENSBTAT00000046893	5.560006804	0	2.34837639	2.102223764	3.737430684	5.518312228	3.533957735	0.634923555	1.195267358	3.377599545	24.29348987
ENSBTAT00000046900	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046902	8.357717235	1.104355514	7.220543503	12.4738051	7.29475312	7.50844372	5.495370253	3.645305971	23.2400225	16.07766068	7.853247873
ENSBTAT00000046904	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046905	0	0	0	0	0	0	0	0.826577443	0.405929472	0	0
ENSBTAT00000046909	13.11162625	2.970031104	10.50052647	27.73201801	11.41964218	20.19305477	14.53281728	10.87309608	13.44564503	20.48159907	16.8962912
ENSBTAT00000046912	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046913	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046914	40.78340126	30.92792389	40.85136324	103.3887403	27.16508386	28.21899273	35.36592559	64.79652276	166.5649307	53.85901977	57.48259068
ENSBTAT00000046919	2.076205073	13.16839107	1.395108529	3.718457091	3.489057126	3.730460962	6.370687667	2.370917071	1.600980701	0	0
ENSBTAT00000046921	6.934187348	10.14929653	1.228862146	3.608952392	3.919037733	2.829546696	5.611532551	1.827340962	2.393069748	0.64805975	0
ENSBTAT00000046923	0	0	0	0	0	0	0	0	0	4.308721582	2.499243073
ENSBTAT00000046926	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046927	0	0	0	0	0	0.153373102	0	0	0.041886894	1.088952859	0
ENSBTAT00000046928	26.20941352	45.58028146	38.63156193	12.78672186	10.17690458	9.114631423	10.74760342	10.13750366	22.91688089	59.57807032	34.5578327
ENSBTAT00000046929	0	0	0	0	0.221038904	0	0	0.134556357	0	0	0
ENSBTAT00000046930	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046931	5.521016574	0	0	0.457781066	0	0.078730092	0	0.087565427	0.043003094	1.117971238	0
ENSBTAT00000046932	9.20192071	1.535880258	5.454890039	1.285031103	5.981103879	2.790152607	2.512175698	0.399431075	2.0973955	12.74910852	8.418956119
ENSBTAT00000046934	0	0	0	1.883064809	6.903214993	0.539755341	6.221921608	0.30016418	0	0	4.445768928
ENSBTAT00000046936	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046938	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046939	0	7.125362292	0.287576187	2.831762604	0.351239902	0.512644342	1.149050972	0.07127186	0.210008261	0	0
ENSBTAT00000046940	24.69121301	93.21710525	39.72880488	38.84018024	20.03452257	34.20385098	46.90104827	69.03560979	34.28780043	15.71370684	16.57204188
ENSBTAT00000046942	0	0	0	0	0	0	0	0	0	1.189721631	9.661253073
ENSBTAT00000046944	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046947	5.610348918	17.26860942	0.126718682	3.677722819	6.190868289	2.993089978	7.522502137	2.386818594	1.943315883	6.816362864	26.5135998
ENSBTAT00000046951	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046952	0	0	0	0	0	0	0	0	0.052985955	0.688750138	4.794054973
ENSBTAT00000046953	0	0	0	0	0	0	0	0	0	14.85304645	0
ENSBTAT00000046955	4.925531553	0	0	0	0	0	0	0	0	2.393734212	0
ENSBTAT00000046958	0	0	0	0	0.370260113	0	1.038234813	0.225394042	0.332070825	0	0
ENSBTAT00000046960	26.24323212	0	13.8554207	7.833549605	39.48638976	17.96305774	18.69341781	3.746048972	8.278525661	11.95670239	9.24719937
ENSBTAT00000046961	7.591677987	17.10607683	17.02969436	36.97320916	43.59824106	64.40773595	44.31214004	11.93929534	16.54435362	33.49624299	19.7108391
ENSBTAT00000046962	14.57557461	17.11963074	20.10635528	7.842143735	7.257545047	11.08526602	9.702056587	3.390554473	11.05014396	18.36465534	20.5436958
ENSBTAT00000046965	5.172161131	0	1.805423364	3.64916907	0.882043442	4.90808583	2.473310453	0.805409478	2.153462639	3.99889712	0
ENSBTAT00000046966	2.885985937	0	0	0.717883945	0	0	0.711598073	0.961229575	0.236028346	2.191477711	0
ENSBTAT00000046968	7.240280508	0	3.421619559	1.884130493	2.611936791	5.718290875	2.319282607	1.749004189	3.48777727	17.59333685	44.74451308
ENSBTAT00000046971	0	0	0	0	0	0.40974128	0	0	0.447608849	20.36421332	0
ENSBTAT00000046974	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046975	24.87339308	30.86612984	23.25385292	18.50783698	19.10359088	24.98296148	28.20604463	20.78851353	32.8512923	21.02277343	59.44628166
ENSBTAT00000046976	4.113359266	0	2.763976771	2.046381819	4.501155857	13.54972028	6.310775243	1.761465034	1.633982773	4.997576756	30.43749009
ENSBTAT00000046979	84.67276596	22.7988459	53.36872495	62.3123264	60.68809693	20.23031056	31.16347749	52.90686048	78.99242559	38.8204623	38.27980259
ENSBTAT00000046981	0	0	0	0.370906705	1.45684732	2.232624364	5.719140064	1.241588201	1.393691189	0	0
ENSBTAT00000046984	0	0	0	0	0.836103679	0	0.293061525	0.254487023	0.374933227	0	0
ENSBTAT00000046986	5.620873133	0.74271982	10.07187347	10.25333718	10.61744225	10.09941073	11.60082861	7.755979547	10.46362913	3.414574695	12.54379734
ENSBTAT00000046987	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000046995	12.12158527	3.603820651	0	8.44262467	7.816507376	4.796717207	6.641825479	2.45122527	4.461099278	5.522726277	13.88147711
ENSBTAT00000047000	21.77973157	10.23248749	22.61055986	20.54701536	34.425541	17.94465296	23.51410374	24.79454545	21.56337285	37.24218777	52.29973414
ENSBTAT00000047002	4.350668454	4.139136185	43.09981361	17.14238309	20.40359111	27.69503265	18.49889336	10.5160968	18.7871051	11.62897668	42.92466551
ENSBTAT00000047004	10.30078555	1.256404462	13.3868799	15.7680145	10.40484579	10.37268959	10.59363142	11.15972721	10.14634117	7.701579639	6.700869109
ENSBTAT00000047005	38.38556295	34.02710635	31.33485249	27.78792934	51.54877057	31.75671103	42.19797939	34.80281984	31.8100597	26.80710302	36.21062407
ENSBTAT00000047007	5.01250189	11.92197715	0	0.166246808	0	0	0	14.9460358	2.108283275	1.015000203	0
ENSBTAT00000047009	2.648156621	0	0.889716034	1.646810798	3.311791768	7.703632228	1.160811476	0.97651798	1.577922819	2.413058	2.332794997
ENSBTAT00000047014	0	0	0	4.161469191	1.961450195	4.079476829	1.65001236	1.313425585	2.15006333	4.573324331	0
ENSBTAT00000047015	2.529874561	0	0.849976147	1.384464101	2.916690727	7.6301147	1.594134157	1.053275338	1.832578517	1.536851207	2.22859882
ENSBTAT00000047018	1.328098791	0	16.82844619	15.85738786	20.13870239	9.31788167	15.42745475	13.77595607	21.10285444	8.06795033	5.615708119
ENSBTAT00000047019	0	0	0	0.764497359	0	0.547832356	0.140333951	0.121862361	0.179538618	7.001322154	9.024592749
ENSBTAT00000047021	349.0369633	368.3753284	649.8996621	499.6247376	326.1635416	269.4078231	303.7247275	387.827491	516.4727794	309.2716318	310.7351445
ENSBTAT00000047024	0	0	0	0.21615755	0	0.743504045	0.476144111	0.051683899	0.152290759	0	1.530993273
ENSBTAT00000047025	45.95629373	74.95177626	18.90635974	28.21959164	18.78137631	12.80721678	23.88598058	79.96902408	50.62473998	43.07284383	64.77357798
ENSBTAT00000047026	1.862983823	0	0	0.278048377	0.436847355	0.239096545	0	0.132964351	0	1.697591442	0
ENSBTAT00000047028	0	0	2.667353718	0.230398518	0.361983711	0	0.126878401	0.220355822	0.054108011	0	3.263717425
ENSBTAT00000047029	0	17.19714895	12.49323555	3.284310448	1.400583835	4.195970602	4.134035121	3.096279098	1.895206322	1.718740161	0
ENSBTAT00000047031	0	29.30847654	13.97944346	5.015790157	1.488521519	5.367447531	5.769825995	5.436781376	3.55998068	2.041554193	1.578918504
ENSBTAT00000047032	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047035	5.420022369	0	0	0	0.726245839	0	0	0.147366207	0.072371061	1.881463791	3.273988762
ENSBTAT00000047037	2.656595933	8.424768492	4.080235141	9.809558968	5.168093768	6.920006683	11.96858346	5.95502686	7.89061634	5.020810841	10.40101909
ENSBTAT00000047038	0	0.958804511	0	0.240662046	0.330845327	0	0	0.057542995	0	3.673334067	0
ENSBTAT00000047039	25.61148222	30.45779457	51.62900007	31.59922417	31.42922978	32.86994137	57.95792169	18.3402853	25.07556027	28.7832133	33.39099317
ENSBTAT00000047042	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047048	5.986138713	3.796725893	6.742297178	4.76493285	6.737653007	7.443633262	8.046951331	3.455904871	3.543570054	8.727519992	10.68715256
ENSBTAT00000047050	0	0	0	0	0	0	0	0	0	1.710543976	0
ENSBTAT00000047052	0	0	0	0	0.479261922	0.655777517	0	0	0	3.724829405	0
ENSBTAT00000047056	131.4247713	63.26166251	107.5352062	75.81356632	48.54984226	44.3097087	93.27277078	129.682379	70.12105731	85.54079611	45.20689676
ENSBTAT00000047057	0	0	3.554995501	6.611047674	2.979805033	5.964490671	10.02669382	3.472402893	8.95911281	1.323376025	0
ENSBTAT00000047059	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047060	0	0	0	12.96945299	0	2.230512136	2.856864668	5.581861051	1.218326072	0	0
ENSBTAT00000047061	14.7812671	8.01814484	26.28696417	12.30765205	11.43181758	10.38378338	15.77203844	3.405499065	13.56122122	21.26686196	10.41680561
ENSBTAT00000047063	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047065	0	0	0	0	0	0	0	1.756587808	1.183069048	6.407664732	1.486688002
ENSBTAT00000047069	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047073	0	0	0	0	0	0	0	0.070733553	0.069474032	0	0
ENSBTAT00000047077	1.640202007	0	40.3066784	26.43822992	55.63991284	27.78660494	66.14593994	3.746048972	27.9016976	65.76186314	60.10679591
ENSBTAT00000047078	1.68802951	0	0	3.527112815	0.593734002	1.444285303	2.127335118	5.100216761	5.798281266	8.203569392	6.542829743
ENSBTAT00000047079	5.74389808	9.107710167	6.861545448	48.51517427	37.71250525	95.99664245	36.92803279	15.7300046	45.75320062	27.91448029	34.18225448
ENSBTAT00000047081	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047083	1.139029172	0	0	0	0	0	0	0	0	6.919387957	0
ENSBTAT00000047085	1.365570589	0.962352354	0	0.150970352	0	0.051928358	0	0.01443898	0	2.027809533	1.283145148
ENSBTAT00000047088	44.80300616	122.4846422	100.8457907	63.33246541	120.9974593	116.5871536	101.5823936	96.59160811	91.83921717	37.54066684	47.90542845
ENSBTAT00000047094	2.002281189	6.349763344	6.150561302	7.570571846	13.61581658	10.79291045	6.80212793	2.38177071	1.59076451	2.432696315	0
ENSBTAT00000047097	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047102	21.56666999	7.19932799	26.15052664	12.87521129	14.37288262	17.09287501	28.11227326	2.700438994	10.29113148	81.36625617	76.79335117
ENSBTAT00000047105	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047110	0	0	0	0.386596498	0	0	0	0.026410385	0	2.023130692	0.391167486
ENSBTAT00000047111	0	0	0	0	0	0	0	0.043844206	0	3.358624267	0.649381978
ENSBTAT00000047112	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047113	10.062589	9.573339521	3.091002945	0.800976442	2.044948876	3.788221532	3.528724457	5.936989679	1.881055592	11.00310036	7.09141056
ENSBTAT00000047115	30.68797397	30.53166551	31.537727	53.22550901	37.81407334	32.43482414	27.43149052	57.86277111	51.54569631	57.75478378	29.25971063
ENSBTAT00000047117	0.948550558	0	1.638976381	2.076362546	1.482824838	2.434751802	1.247382838	1.534526085	0.797930184	1.728679864	5.347777949
ENSBTAT00000047119	0	0	0	3.374452137	3.502888522	4.145321016	10.0878089	1.728945679	3.000081094	1.47159414	0
ENSBTAT00000047128	0	0	1.974269122	0.204638182	0.482266699	0	0	0	0	0	0
ENSBTAT00000047137	0	0	0	0	0	0.114443538	0	0.031821687	0	0	0
ENSBTAT00000047138	0	0	5.783802704	3.497120359	3.270473575	8.448823393	6.052617619	2.30942645	5.084128571	3.050179181	0
ENSBTAT00000047142	9.52194677	31.08474785	1.075341804	7.802340244	17.2493376	16.4857317	15.71356867	3.411313805	7.486429959	24.49865031	14.21026653
ENSBTAT00000047143	0	0	0	3.158689357	1.033891646	4.074282249	3.47892391	0.755251809	1.112705062	14.46375289	16.77919241
ENSBTAT00000047145	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047146	0	0	0	0	0	0	0	0	0	0	0
ENSBTAT00000047147	1.869176077	0	0	0	0	0	0.102418463	0	0	1.135489306	3.293162169
ENSBTAT00000047151	6.409315126	0	0	1.855192328	2.550388488	4.985306876	2.809503975	2.384252602	3.812228118	12.03457316	0
ENSBTAT00000047153	9.401551264	0.219226516	2.707450212	2.201053556	1.512927141	1.514166148	2.878738667	0.789417457	1.847942883	12.26242307	15.39467723
ENSBTAT00000047154	0	0	0	1.788481645	0	0	0	0	0	0	0
ENSBTAT00000047156	190.7752689	160.472255	336.7823084	152.0875322	140.4772777	181.2429529	181.7840548	66.25325974	60.01768013	286.1976636	227.0810484
ENSBTAT00000047158	0	0	0	0	1.503842395	0.823087323	0.421687747	0	0	4.675152449	0
ENSBTAT00000047161	28.77547381	35.36117295	11.32520432	18.61040659	10.00879668	10.95608648	16.39773492	24.91889301	18.55809846	6.992223619	26.36262978
ENSBTAT00000047170	32.62861747	1.668935125	6.06216754	11.51992589	9.543206915	9.545876271	8.535456096	18.63008312	10.62484577	40.92133438	60.82382473
ENSBTAT00000047171	0	0	0	0	0.118706078	0	0.083215001	0	0.035487507	0.46129253	5.886527377
ENSBTAT00000047175	0	0	0	0	0	0	0	0	0	0	22.37225654
ENSBTAT00000047177	0	0	0	0	0	0	0	0	0	0	0
